source_speaker_id	rank	age	gender	accent	region	source_utterance_id	duration_sec	transcript	audio_path
p304	5	22	M	NorthernIrish	Belfast	p304_009	5.364521	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p304/p304_009_mic1.flac
p305	1	19	F	American	Philadelphia	p305_126	4.947583	I would welcome a proper, public discussion on this issue.	wav48_silence_trimmed/p305/p305_126_mic1.flac
p305	2	19	F	American	Philadelphia	p305_077	4.942583	That would open the gates of hell.	wav48_silence_trimmed/p305/p305_077_mic1.flac
p305	3	19	F	American	Philadelphia	p305_114	5.073458	We have the experience, the courses, and an abundance of confidence.	wav48_silence_trimmed/p305/p305_114_mic1.flac
p305	4	19	F	American	Philadelphia	p305_035	4.915563	Everyone around the club was supportive.	wav48_silence_trimmed/p305/p305_035_mic1.flac
p305	5	19	F	American	Philadelphia	p305_319	5.085938	The airspace above the theatre was closed off.	wav48_silence_trimmed/p305/p305_319_mic1.flac
p306	1	21	F	American	New  York	p306_348	5.001875	It is a simple equation.	wav48_silence_trimmed/p306/p306_348_mic1.flac
p306	2	21	F	American	New  York	p306_090	4.981979	What happens when the funding is exhausted.	wav48_silence_trimmed/p306/p306_090_mic1.flac
p306	3	21	F	American	New  York	p306_113	5.023292	Look at them after three days of rain.	wav48_silence_trimmed/p306/p306_113_mic1.flac
p306	4	21	F	American	New  York	p306_037	5.026979	This means that our programme is quite unusual.	wav48_silence_trimmed/p306/p306_037_mic1.flac
p306	5	21	F	American	New  York	p306_236	5.028208	The success story shows no signs of stopping.	wav48_silence_trimmed/p306/p306_236_mic1.flac
p307	1	23	F	Canadian	Ontario	p307_045	4.991458	It's like, If he's all right, we will go with him.	wav48_silence_trimmed/p307/p307_045_mic1.flac
p307	2	23	F	Canadian	Ontario	p307_180	4.991313	I always loved the lightning in the movies.	wav48_silence_trimmed/p307/p307_180_mic1.flac
p307	3	23	F	Canadian	Ontario	p307_159	5.018146	The death toll included five children.	wav48_silence_trimmed/p307/p307_159_mic1.flac
p307	4	23	F	Canadian	Ontario	p307_046	4.978667	She added, It is the same story in both countries.	wav48_silence_trimmed/p307/p307_046_mic1.flac
p307	5	23	F	Canadian	Ontario	p307_102	5.02825	I am sure all schools would accept that.	wav48_silence_trimmed/p307/p307_102_mic1.flac
p308	1	18	F	American	Alabama	p308_396	4.994396	At present it is fairly uncommon, but its incidence is increasing.	wav48_silence_trimmed/p308/p308_396_mic1.flac
p308	2	18	F	American	Alabama	p308_103	4.984	He is only now regaining his confidence.	wav48_silence_trimmed/p308/p308_103_mic1.flac
p308	3	18	F	American	Alabama	p308_204	4.978167	Have we not had the rainy season already?	wav48_silence_trimmed/p308/p308_204_mic1.flac
p308	4	18	F	American	Alabama	p308_004	5.039396	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p308/p308_004_mic1.flac
p308	5	18	F	American	Alabama	p308_328	4.959125	Charles Gordon, leader of Glasgow City Council declined to comment.	wav48_silence_trimmed/p308/p308_328_mic1.flac
p310	1	21	F	American	Tennessee	p310_192	5.06025	It's been very exciting, very challenging, and a privilege.	wav48_silence_trimmed/p310/p310_192_mic1.flac
p310	2	21	F	American	Tennessee	p310_328	5.076042	The pressure was now back on Mr Arafat.	wav48_silence_trimmed/p310/p310_328_mic1.flac
p310	3	21	F	American	Tennessee	p310_048	4.883021	We're talking about creating an attractive neighbourhood.	wav48_silence_trimmed/p310/p310_048_mic1.flac
p310	4	21	F	American	Tennessee	p310_202	4.860771	I wanted, really, to deal with two opposite energies.	wav48_silence_trimmed/p310/p310_202_mic1.flac
p310	5	21	F	American	Tennessee	p310_318	5.167562	Others were in hiding, in fear of their lives.	wav48_silence_trimmed/p310/p310_318_mic1.flac
p311	1	21	M	American	Iowa	p311_014	4.995708	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p311/p311_014_mic1.flac
p311	2	21	M	American	Iowa	p311_163	5.122646	In that case, the children were not missing.	wav48_silence_trimmed/p311/p311_163_mic1.flac
p311	3	21	M	American	Iowa	p311_012	5.128438	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p311/p311_012_mic1.flac
p311	4	21	M	American	Iowa	p311_199	4.783354	She was not hard done by.	wav48_silence_trimmed/p311/p311_199_mic1.flac
p311	5	21	M	American	Iowa	p311_013	4.695479	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p311/p311_013_mic1.flac
p312	1	19	F	Canadian	Hamilton	p312_020	4.912646	Many complicated ideas about the rainbows have been formed.	wav48_silence_trimmed/p312/p312_020_mic1.flac
p312	2	19	F	Canadian	Hamilton	p312_009	5.093375	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p312/p312_009_mic1.flac
p312	3	19	F	Canadian	Hamilton	p312_191	5.174104	He never asked me for money.	wav48_silence_trimmed/p312/p312_191_mic1.flac
p312	4	19	F	Canadian	Hamilton	p312_150	4.748062	We still have a long, long way to go.	wav48_silence_trimmed/p312/p312_150_mic1.flac
p312	5	19	F	Canadian	Hamilton	p312_012	4.663437	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p312/p312_012_mic1.flac
p313	1	24	F	Irish	County  Down	p313_010	4.923188	People look, but no one ever finds it.	wav48_silence_trimmed/p313/p313_010_mic1.flac
p313	2	24	F	Irish	County  Down	p313_119	5.081188	O Neill is reputed to have replied.	wav48_silence_trimmed/p313/p313_119_mic1.flac
p313	3	24	F	Irish	County  Down	p313_285	4.911646	I would never even consider it.	wav48_silence_trimmed/p313/p313_285_mic1.flac
p313	4	24	F	Irish	County  Down	p313_068	5.124771	However, there is great potential in this right.	wav48_silence_trimmed/p313/p313_068_mic1.flac
p313	5	24	F	Irish	County  Down	p313_137	5.205979	This performance has given my confidence a boost.	wav48_silence_trimmed/p313/p313_137_mic1.flac
p314	1	26	F	SouthAfrican	Cape  Town	p314_380	4.997875	Even though the show is seriously exacting, physically demanding.	wav48_silence_trimmed/p314/p314_380_mic1.flac
p314	2	26	F	SouthAfrican	Cape  Town	p314_062	4.963667	Meanwhile, the search continues for Ferguson's replacement.	wav48_silence_trimmed/p314/p314_062_mic1.flac
p314	3	26	F	SouthAfrican	Cape  Town	p314_302	4.954458	CELTIC Connections is here again - and the great debate.	wav48_silence_trimmed/p314/p314_302_mic1.flac
p314	4	26	F	SouthAfrican	Cape  Town	p314_007	4.931188	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p314/p314_007_mic1.flac
p314	5	26	F	SouthAfrican	Cape  Town	p314_083	4.892604	I, like many others, will consider where we go from here.	wav48_silence_trimmed/p314/p314_083_mic1.flac
p316	1	20	M	Canadian	Alberta	p316_387	4.986646	Mr Campbell received a phone call.	wav48_silence_trimmed/p316/p316_387_mic1.flac
p316	2	20	M	Canadian	Alberta	p316_010	5.0265	People look, but no one ever finds it.	wav48_silence_trimmed/p316/p316_010_mic1.flac
p316	3	20	M	Canadian	Alberta	p316_302	5.033792	If we live forever, can we really be said to live?	wav48_silence_trimmed/p316/p316_302_mic1.flac
p316	4	20	M	Canadian	Alberta	p316_122	4.868938	That would depend on the parole board.	wav48_silence_trimmed/p316/p316_122_mic1.flac
p316	5	20	M	Canadian	Alberta	p316_095	5.149063	Hopefully, he will be back in contention next week.	wav48_silence_trimmed/p316/p316_095_mic1.flac
p317	1	23	F	Canadian	Hamilton	p317_169	5.032	We have the experience, the courses, and an abundance of confidence.	wav48_silence_trimmed/p317/p317_169_mic1.flac
p317	2	23	F	Canadian	Hamilton	p317_042	4.950354	Ten years on, that advice is beginning to pay dividends.	wav48_silence_trimmed/p317/p317_042_mic1.flac
p317	3	23	F	Canadian	Hamilton	p317_351	4.909896	Mind you, he hasn't been back for ages.	wav48_silence_trimmed/p317/p317_351_mic1.flac
p317	4	23	F	Canadian	Hamilton	p317_014	4.900875	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p317/p317_014_mic1.flac
p317	5	23	F	Canadian	Hamilton	p317_330	4.869438	It wasn't a flashy performance, it was very workmanlike.	wav48_silence_trimmed/p317/p317_330_mic1.flac
p318	1	32	F	American	Napa	p318_014	5.00375	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p318/p318_014_mic1.flac
p318	2	32	F	American	Napa	p318_009	5.043292	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p318/p318_009_mic1.flac
p318	3	32	F	American	Napa	p318_051	4.811979	Their conditions are described as serious but stable.	wav48_silence_trimmed/p318/p318_051_mic1.flac
p318	4	32	F	American	Napa	p318_125	4.776813	I was a spectator, that is as far as it goes.	wav48_silence_trimmed/p318/p318_125_mic1.flac
p318	5	32	F	American	Napa	p318_041	4.723125	But he is not using them.	wav48_silence_trimmed/p318/p318_041_mic1.flac
p323	1	19	F	SouthAfrican	Pretoria	p323_179	5.025896	In the eyes of the supporters, there has been a betrayal.	wav48_silence_trimmed/p323/p323_179_mic1.flac
p323	2	19	F	SouthAfrican	Pretoria	p323_154	5.035146	I have come here to fight the boxer, not the fans.	wav48_silence_trimmed/p323/p323_154_mic1.flac
p323	3	19	F	SouthAfrican	Pretoria	p323_029	5.037333	However, on the other hand, in principle it is plainly wrong.	wav48_silence_trimmed/p323/p323_029_mic1.flac
p323	4	19	F	SouthAfrican	Pretoria	p323_153	5.037396	It is a very disturbing picture for men.	wav48_silence_trimmed/p323/p323_153_mic1.flac
p323	5	19	F	SouthAfrican	Pretoria	p323_187	5.038542	Without approval, the sport will find it difficult to develop.	wav48_silence_trimmed/p323/p323_187_mic1.flac
p326	1	26	M	Australian	English  Sydney	p326_140	4.981917	After day one back, he may be revising that opinion already.	wav48_silence_trimmed/p326/p326_140_mic1.flac
p326	2	26	M	Australian	English  Sydney	p326_012	4.863729	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p326/p326_012_mic1.flac
p326	3	26	M	Australian	English  Sydney	p326_014	5.142354	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p326/p326_014_mic1.flac
p326	4	26	M	Australian	English  Sydney	p326_004	5.159271	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p326/p326_004_mic1.flac
p326	5	26	M	Australian	English  Sydney	p326_009	4.762125	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p326/p326_009_mic1.flac
p329	1	23	F	American		p329_313	4.946167	We were in different places, usually in cellars.	wav48_silence_trimmed/p329/p329_313_mic1.flac
p329	2	23	F	American		p329_140	5.072625	Last night, however, other experts were cautious about the claim.	wav48_silence_trimmed/p329/p329_140_mic1.flac
p329	3	23	F	American		p329_028	4.925646	The investment programme will deliver these improvements.	wav48_silence_trimmed/p329/p329_028_mic1.flac
p329	4	23	F	American		p329_068	4.90725	You are going to Glasgow Airport, and not coming back.	wav48_silence_trimmed/p329/p329_068_mic1.flac
p329	5	23	F	American		p329_137	5.100021	I felt under no pressure today.	wav48_silence_trimmed/p329/p329_137_mic1.flac
p330	1	26	F	American		p330_307	5.007396	The festival idea has been a great success.	wav48_silence_trimmed/p330/p330_307_mic1.flac
p330	2	26	F	American		p330_368	4.987146	Another suggested the company should carry only pedestrians.	wav48_silence_trimmed/p330/p330_368_mic1.flac
p330	3	26	F	American		p330_376	5.018688	They were very, very anxious and nervous about their personal safety.	wav48_silence_trimmed/p330/p330_376_mic1.flac
p330	4	26	F	American		p330_161	5.040875	We're just a family working hard, working seven days a week.	wav48_silence_trimmed/p330/p330_161_mic1.flac
p330	5	26	F	American		p330_123	5.048458	Manager Neil Cooper revealed yesterday.	wav48_silence_trimmed/p330/p330_123_mic1.flac
p333	1	19	F	American	Indiana	p333_014	5.035188	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p333/p333_014_mic1.flac
p333	2	19	F	American	Indiana	p333_018	5.208167	Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p333/p333_018_mic1.flac
p333	3	19	F	American	Indiana	p333_007	4.654396	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p333/p333_007_mic1.flac
p333	4	19	F	American	Indiana	p333_015	5.505604	The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.	wav48_silence_trimmed/p333/p333_015_mic1.flac
p333	5	19	F	American	Indiana	p333_012	4.418021	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p333/p333_012_mic1.flac
p334	1	18	M	American	Chicago	p334_018	4.952875	Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p334/p334_018_mic1.flac
p334	2	18	M	American	Chicago	p334_009	4.781646	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p334/p334_009_mic1.flac
p334	3	18	M	American	Chicago	p334_004	4.699854	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p334/p334_004_mic1.flac
p334	4	18	M	American	Chicago	p334_355	4.653958	We have always been, and remain confident of the securing of order.	wav48_silence_trimmed/p334/p334_355_mic1.flac
p334	5	18	M	American	Chicago	p334_006	5.371937	When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.	wav48_silence_trimmed/p334/p334_006_mic1.flac
p335	1	25	F	NewZealand	English	p335_155	4.999208	I think, at last, the company will find itself again.	wav48_silence_trimmed/p335/p335_155_mic1.flac
p335	2	25	F	NewZealand	English	p335_364	5.001083	It may encourage more people to prospect.	wav48_silence_trimmed/p335/p335_364_mic1.flac
p335	3	25	F	NewZealand	English	p335_229	4.979354	But if they were there, they were keeping a low profile.	wav48_silence_trimmed/p335/p335_229_mic1.flac
p335	4	25	F	NewZealand	English	p335_042	4.978937	It will include the Black Watch, the Royal Highland regiment.	wav48_silence_trimmed/p335/p335_042_mic1.flac
p335	5	25	F	NewZealand	English	p335_372	4.950104	At the moment, it is being treated as a tragic accident.	wav48_silence_trimmed/p335/p335_372_mic1.flac
p336	1	18	F	SouthAfrican	Johannesburg	p336_009	5.001479	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p336/p336_009_mic1.flac
p336	2	18	F	SouthAfrican	Johannesburg	p336_007	5.066521	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p336/p336_007_mic1.flac
p336	3	18	F	SouthAfrican	Johannesburg	p336_013	5.082	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p336/p336_013_mic1.flac
p336	4	18	F	SouthAfrican	Johannesburg	p336_004	5.190708	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p336/p336_004_mic1.flac
p336	5	18	F	SouthAfrican	Johannesburg	p336_014	5.3165	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p336/p336_014_mic1.flac
p339	1	21	F	American	Pennsylvania	p339_013	4.98075	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p339/p339_013_mic1.flac
p339	2	21	F	American	Pennsylvania	p339_004	4.864854	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p339/p339_004_mic1.flac
p339	3	21	F	American	Pennsylvania	p339_018	5.250854	Aristotle thought the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p339/p339_018_mic1.flac
p339	4	21	F	American	Pennsylvania	p339_012	5.280521	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p339/p339_012_mic1.flac
p339	5	21	F	American	Pennsylvania	p339_007	5.295958	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p339/p339_007_mic1.flac
p340	1	18	F	Irish	Dublin	p340_015	4.825021	The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.	wav48_silence_trimmed/p340/p340_015_mic1.flac
p340	2	18	F	Irish	Dublin	p340_009	5.210375	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p340/p340_009_mic1.flac
p340	3	18	F	Irish	Dublin	p340_005	5.264938	She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.	wav48_silence_trimmed/p340/p340_005_mic1.flac
p340	4	18	F	Irish	Dublin	p340_018	5.267812	Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p340/p340_018_mic1.flac
p340	5	18	F	Irish	Dublin	p340_014	4.483062	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p340/p340_014_mic1.flac
p341	1	26	F	American	Ohio	p341_232	5.024312	It is anything but erotic, but that is probably the point.	wav48_silence_trimmed/p341/p341_232_mic1.flac
p341	2	26	F	American	Ohio	p341_020	4.964792	Many complicated ideas about the rainbow have been formed.	wav48_silence_trimmed/p341/p341_020_mic1.flac
p341	3	26	F	American	Ohio	p341_079	5.071625	We've always had three options, and none of them are perfect.	wav48_silence_trimmed/p341/p341_079_mic1.flac
p341	4	26	F	American	Ohio	p341_010	5.085562	People look, but no one ever finds it.	wav48_silence_trimmed/p341/p341_010_mic1.flac
p341	5	26	F	American	Ohio	p341_017	5.092417	Others have tried to explain the phenomenon physically.	wav48_silence_trimmed/p341/p341_017_mic1.flac
p343	1	27	F	Canadian	Alberta	p343_020	4.971438	Many contemplated ideas about the rainbow have been formed.	wav48_silence_trimmed/p343/p343_020_mic1.flac
p343	2	27	F	Canadian	Alberta	p343_012	4.908479	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p343/p343_012_mic1.flac
p343	3	27	F	Canadian	Alberta	p343_252	4.783938	Of course, it is a tough assignment.	wav48_silence_trimmed/p343/p343_252_mic1.flac
p343	4	27	F	Canadian	Alberta	p343_013	4.782042	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p343/p343_013_mic1.flac
p343	5	27	F	Canadian	Alberta	p343_244	4.78125	The weather forecast isn't good.	wav48_silence_trimmed/p343/p343_244_mic1.flac
p345	1	22	M	American	Florida	p345_007	4.969313	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p345/p345_007_mic1.flac
p345	2	22	M	American	Florida	p345_189	4.949729	We've seen that time and time again.	wav48_silence_trimmed/p345/p345_189_mic1.flac
p345	3	22	M	American	Florida	p345_009	4.934625	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p345/p345_009_mic1.flac
p345	4	22	M	American	Florida	p345_014	4.933521	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p345/p345_014_mic1.flac
p345	5	22	M	American	Florida	p345_013	5.097979	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p345/p345_013_mic1.flac
p347	1	26	M	SouthAfrican	Johannesburg	p347_012	5.080479	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p347/p347_012_mic1.flac
p347	2	26	M	SouthAfrican	Johannesburg	p347_020	4.868021	Many complicated ideas about the rainbow have been formed.	wav48_silence_trimmed/p347/p347_020_mic1.flac
p347	3	26	M	SouthAfrican	Johannesburg	p347_009	4.823542	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p347/p347_009_mic1.flac
p347	4	26	M	SouthAfrican	Johannesburg	p347_007	4.8225	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p347/p347_007_mic1.flac
p347	5	26	M	SouthAfrican	Johannesburg	p347_013	4.781646	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p347/p347_013_mic1.flac
p351	1	21	F	NorthernIrish	Derry	p351_095	4.996042	Glasgow, however, did not get a mention.	wav48_silence_trimmed/p351/p351_095_mic1.flac
p351	2	21	F	NorthernIrish	Derry	p351_014	4.86325	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p351/p351_014_mic1.flac
p351	3	21	F	NorthernIrish	Derry	p351_335	4.836812	Hopefully, he will get a lucky break.	wav48_silence_trimmed/p351/p351_335_mic1.flac
p351	4	21	F	NorthernIrish	Derry	p351_004	4.698479	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p351/p351_004_mic1.flac
p351	5	21	F	NorthernIrish	Derry	p351_009	4.673938	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p351/p351_009_mic1.flac
p360	1	19	M	American	New  Jersey	p360_009	5.035812	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p360/p360_009_mic1.flac
p360	2	19	M	American	New  Jersey	p360_014	4.925625	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p360/p360_014_mic1.flac
p360	3	19	M	American	New  Jersey	p360_012	4.755396	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p360/p360_012_mic1.flac
p360	4	19	M	American	New  Jersey	p360_013	4.541042	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p360/p360_013_mic1.flac
p360	5	19	M	American	New  Jersey	p360_018	5.492188	Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p360/p360_018_mic1.flac
p361	1	19	F	American	New  Jersey	p361_007	4.9935	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p361/p361_007_mic1.flac
p361	2	19	F	American	New  Jersey	p361_012	4.908708	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p361/p361_012_mic1.flac
p361	3	19	F	American	New  Jersey	p361_018	5.121667	Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p361/p361_018_mic1.flac
p361	4	19	F	American	New  Jersey	p361_014	4.738188	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p361/p361_014_mic1.flac
p361	5	19	F	American	New  Jersey	p361_004	4.639188	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p361/p361_004_mic1.flac
p362	1	29	F	American		p362_053	4.786667	We've always had three options, and none of them are perfect.	wav48_silence_trimmed/p362/p362_053_mic1.flac
p362	2	29	F	American		p362_012	4.763708	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p362/p362_012_mic1.flac
p362	3	29	F	American		p362_009	5.309333	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p362/p362_009_mic1.flac
p362	4	29	F	American		p362_002	4.687917	Ask her to bring these things with her from the store.	wav48_silence_trimmed/p362/p362_002_mic1.flac
p362	5	29	F	American		p362_282	5.4235	I want my country to be a republic, not an empire.	wav48_silence_trimmed/p362/p362_282_mic1.flac
p363	1	22	M	Canadian	Toronto	p363_004	4.826083	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p363/p363_004_mic1.flac
p363	2	22	M	Canadian	Toronto	p363_006	5.222188	When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.	wav48_silence_trimmed/p363/p363_006_mic1.flac
p363	3	22	M	Canadian	Toronto	p363_013	4.741333	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p363/p363_013_mic1.flac
p363	4	22	M	Canadian	Toronto	p363_009	4.701292	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p363/p363_009_mic1.flac
p363	5	22	M	Canadian	Toronto	p363_018	5.334187	Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.	wav48_silence_trimmed/p363/p363_018_mic1.flac
p364	1	23	M	Irish	Donegal	p364_013	4.911229	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p364/p364_013_mic1.flac
p364	2	23	M	Irish	Donegal	p364_014	5.194292	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p364/p364_014_mic1.flac
p364	3	23	M	Irish	Donegal	p364_020	4.733	Many complicated ideas about the rainbow have been formed.	wav48_silence_trimmed/p364/p364_020_mic1.flac
p364	4	23	M	Irish	Donegal	p364_012	5.330854	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p364/p364_012_mic1.flac
p364	5	23	M	Irish	Donegal	p364_002	4.472854	Ask her to bring these things with her from the store.	wav48_silence_trimmed/p364/p364_002_mic1.flac
p374	1	28	M	Australian	English	p374_013	4.781271	Some have accepted it as a miracle without physical explanation.	wav48_silence_trimmed/p374/p374_013_mic1.flac
p374	2	28	M	Australian	English	p374_007	5.239937	The rainbow is a division of white light into many beautiful colors.	wav48_silence_trimmed/p374/p374_007_mic1.flac
p374	3	28	M	Australian	English	p374_012	5.293833	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p374/p374_012_mic1.flac
p374	4	28	M	Australian	English	p374_113	4.694854	We are at an advanced stage, and are now instructing counsel.	wav48_silence_trimmed/p374/p374_113_mic1.flac
p374	5	28	M	Australian	English	p374_009	5.405333	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p374/p374_009_mic1.flac
p376	1	22	M	Indian		p376_004	5.038125	We also need a small plastic snake and a big toy frog for the kids.	wav48_silence_trimmed/p376/p376_004_mic1.flac
p376	2	22	M	Indian		p376_148	4.885229	This isn't a betrayal of public services, it's their renewal.	wav48_silence_trimmed/p376/p376_148_mic1.flac
p376	3	22	M	Indian		p376_014	4.842062	To the Hebrews it was a token that there would be no more universal floods.	wav48_silence_trimmed/p376/p376_014_mic1.flac
p376	4	22	M	Indian		p376_009	4.782875	There is , according to legend, a boiling pot of gold at one end.	wav48_silence_trimmed/p376/p376_009_mic1.flac
p376	5	22	M	Indian		p376_012	4.778708	Throughout the centuries people have explained the rainbow in various ways.	wav48_silence_trimmed/p376/p376_012_mic1.flac
s5	1	22	F	British		s5_343	5.007187	The Shadow Chancellor is away on holiday.	wav48_silence_trimmed/s5/s5_343_mic1.flac
s5	2	22	F	British		s5_128	4.988	The allegations were still under investigation, he added.	wav48_silence_trimmed/s5/s5_128_mic1.flac
s5	3	22	F	British		s5_002	4.984854	Ask her to bring these things with her from the store.	wav48_silence_trimmed/s5/s5_002_mic1.flac
s5	4	22	F	British		s5_060	5.01925	I saw the story, but that amount wouldn't even pay my commission.	wav48_silence_trimmed/s5/s5_060_mic1.flac
s5	5	22	F	British		s5_119	4.969313	It has too few of its own special forces inside Kosovo.	wav48_silence_trimmed/s5/s5_119_mic1.flac
